condition,symptom,probability
Meniere disease,plugged_feeling_in_ear,36.0
Meniere disease,ringing_in_ear,52.0
Meningioma,depressive_or_psychotic_symptoms,33.0
Meningioma,difficulty_speaking,33.0
Meningioma,diminished_hearing,25.0
Meningioma,diminished_vision,25.0
Meningioma,disturbance_of_memory,46.0
Meningioma,dizziness,25.0
Meningioma,facial_pain,25.0
Meningioma,focal_weakness,25.0
Meningioma,headache,62.0
Meningioma,nausea,25.0
Meningioma,seizures,33.0
Meningioma,weakness,40.0
Meningitis,ache_all_over,42.0
Meningitis,back_pain,31.0
Meningitis,cough,26.0
Meningitis,fever,80.0
Meningitis,headache,87.0
Meningitis,leg_pain,26.0
Meningitis,low_back_pain,26.0
Meningitis,nausea,31.0
Meningitis,neck_pain,48.0
Meningitis,neck_stiffness_or_tightness,21.0
Meningitis,seizures,31.0
Meningitis,vomiting,53.0
Menopause,absence_of_menstruation,5.0
Menopause,heavy_menstrual_flow,8.0
Menopause,hot_flashes,58.0
Menopause,involuntary_urination,10.0
Menopause,long_menstrual_periods,10.0
Menopause,loss_of_sex_drive,8.0
Menopause,pelvic_pain,10.0
Menopause,sweating,21.0
Menopause,unpredictable_menstruation,23.0
Menopause,vaginal_dryness,8.0
Menopause,vaginal_itching,8.0
Menopause,weight_gain,8.0
Metabolic disorder,arm_stiffness_or_tightness,1.0
Metabolic disorder,difficulty_eating,1.0
Metabolic disorder,infant_feeding_problem,1.0
Metabolic disorder,jaundice,4.0
Metabolic disorder,mouth_dryness,4.0
Metabolic disorder,muscle_pain,4.0
Metabolic disorder,problems_with_shape_or_size_of_breast,1.0
Metabolic disorder,recent_weight_loss,1.0
Metabolic disorder,scanty_menstrual_flow,1.0
Metabolic disorder,smoking_problems,3.0
Metabolic disorder,underweight,1.0
Metabolic disorder,weight_gain,18.0
Metastatic cancer,decreased_appetite,9.0
Metastatic cancer,fatigue,21.0
Metastatic cancer,focal_weakness,4.0
Metastatic cancer,leg_cramps_or_spasms,2.0
Metastatic cancer,neck_mass,3.0
Metastatic cancer,stomach_bloating,3.0
Metastatic cancer,unusual_color_or_odor_to_urine,2.0
Metastatic cancer,vaginal_dryness,2.0
Migraine,blindness,2.0
Migraine,diminished_vision,17.0
Migraine,disturbance_of_memory,7.0
Migraine,dizziness,26.0
Migraine,headache,90.0
Migraine,long_menstrual_periods,2.0
Migraine,nausea,46.0
Migraine,spots_or_clouds_in_vision,4.0
Migraine,symptoms_of_the_face,3.0
Migraine,vomiting,39.0
Missed abortion,blood_clots_during_menstrual_periods,12.0
Missed abortion,blood_in_stool,6.0
Missed abortion,cramps_and_spasms,25.0
Missed abortion,heavy_menstrual_flow,6.0
Missed abortion,infertility,6.0
Missed abortion,intermenstrual_bleeding,21.0
Missed abortion,lower_abdominal_pain,43.0
Missed abortion,pain_during_pregnancy,49.0
Missed abortion,problems_during_pregnancy,38.0
Missed abortion,recent_pregnancy,6.0
Missed abortion,sharp_abdominal_pain,51.0
Missed abortion,spotting_or_bleeding_during_pregnancy,73.0
Mitral valve disease,chest_tightness,26.0
Mitral valve disease,dizziness,32.0
Mitral valve disease,drainage_in_throat,4.0
Mitral valve disease,fatigue,35.0
Mitral valve disease,increased_heart_rate,12.0
Mitral valve disease,irregular_heartbeat,8.0
Mitral valve disease,nightmares,2.0
Mitral valve disease,palpitations,42.0
Mitral valve disease,sharp_chest_pain,49.0
Mitral valve disease,shortness_of_breath,42.0
Mitral valve disease,sweating,4.0
Mitral valve disease,weight_gain,8.0
Mittelschmerz,acne_or_pimples,32.0
Mittelschmerz,burning_abdominal_pain,32.0
Mittelschmerz,diarrhea,32.0
Mittelschmerz,fever,32.0
Mittelschmerz,involuntary_urination,32.0
Mittelschmerz,long_menstrual_periods,32.0
Mittelschmerz,lower_abdominal_pain,74.0
Mittelschmerz,painful_menstruation,60.0
Mittelschmerz,pelvic_pain,68.0
Mittelschmerz,sharp_abdominal_pain,84.0
Mittelschmerz,side_pain,32.0
Mittelschmerz,vomiting,49.0
Molluscum contagiosum,abnormal_appearing_skin,25.0
Molluscum contagiosum,acne_or_pimples,20.0
Molluscum contagiosum,arm_lump_or_mass,25.0
Molluscum contagiosum,bumps_on_penis,14.0
Molluscum contagiosum,itching_of_skin,29.0
Molluscum contagiosum,knee_lump_or_mass,14.0
Molluscum contagiosum,skin_dryness_peeling_scaliness_or_roughness,8.0
Molluscum contagiosum,skin_growth,20.0
Molluscum contagiosum,skin_lesion,54.0
Molluscum contagiosum,skin_rash,76.0
Molluscum contagiosum,skin_swelling,56.0
Molluscum contagiosum,warts,49.0
Mononeuritis,ankle_pain,20.0
Mononeuritis,arm_pain,45.0
Mononeuritis,elbow_pain,27.0
Mononeuritis,foot_or_toe_pain,51.0
Mononeuritis,hand_or_finger_pain,37.0
Mononeuritis,hand_or_finger_weakness,13.0
Mononeuritis,leg_pain,47.0
Mononeuritis,loss_of_sensation,79.0
Mononeuritis,low_back_pain,37.0
Mononeuritis,paresthesia,47.0
Mononeuritis,shoulder_pain,25.0
Mononeuritis,wrist_pain,16.0
Mononucleosis,ache_all_over,36.0
Mononucleosis,cough,36.0
Mononucleosis,ear_pain,36.0
Mononucleosis,fatigue,41.0
Mononucleosis,feeling_ill,27.0
Mononucleosis,fever,70.0
Mononucleosis,headache,57.0
Mononucleosis,nasal_congestion,33.0
Mononucleosis,nausea,27.0
Mononucleosis,skin_rash,30.0
Mononucleosis,sore_throat,85.0
Mononucleosis,swollen_lymph_nodes,41.0
Moyamoya disease,blindness,54.0
Moyamoya disease,depressive_or_psychotic_symptoms,54.0
Moyamoya disease,elbow_cramps_or_spasms,5.0
Moyamoya disease,elbow_weakness,5.0
Moyamoya disease,excessive_growth,5.0
Moyamoya disease,headache,54.0
Moyamoya disease,hip_stiffness_or_tightness,5.0
Moyamoya disease,itchy_eyelid,5.0
Moyamoya disease,loss_of_sensation,54.0
Moyamoya disease,nailbiting,5.0
Moyamoya disease,seizures,54.0
Moyamoya disease,wrist_weakness,5.0
Mucositis,decreased_appetite,54.0
Mucositis,difficulty_in_swallowing,27.0
Mucositis,fever,83.0
Mucositis,gum_pain,27.0
Mucositis,irritable_infant,22.0
Mucositis,mouth_pain,36.0
Mucositis,mouth_ulcer,77.0
Mucositis,sore_throat,60.0
Mucositis,swollen_tongue,22.0
Mucositis,tongue_lesions,32.0
Mucositis,tongue_pain,22.0
Mucositis,vomiting,27.0
Multiple myeloma,chills,9.0
Multiple myeloma,disturbance_of_memory,6.0
Multiple myeloma,fatigue,29.0
Multiple myeloma,hip_lump_or_mass,3.0
Multiple myeloma,impotence,3.0
Multiple myeloma,lip_swelling,3.0
Multiple myeloma,muscle_pain,3.0
Multiple myeloma,problems_with_movement,9.0
Multiple myeloma,stiffness_all_over,3.0
Multiple myeloma,swollen_abdomen,3.0
Multiple myeloma,symptoms_of_the_face,3.0
Multiple myeloma,weakness,37.0
Multiple sclerosis,abnormal_involuntary_movements,12.0
Multiple sclerosis,disturbance_of_memory,13.0
Multiple sclerosis,dizziness,28.0
Multiple sclerosis,fatigue,43.0
Multiple sclerosis,focal_weakness,11.0
Multiple sclerosis,headache,31.0
Multiple sclerosis,leg_stiffness_or_tightness,12.0
Multiple sclerosis,leg_weakness,19.0
Multiple sclerosis,loss_of_sensation,42.0
Multiple sclerosis,paresthesia,16.0
Multiple sclerosis,problems_with_movement,27.0
Multiple sclerosis,weakness,22.0
Mumps,ear_pain,86.0
Mumps,eye_strain,6.0
Mumps,fever,60.0
Mumps,flu_like_syndrome,60.0
Mumps,fluid_retention,60.0
Mumps,hip_stiffness_or_tightness,6.0
Mumps,jaw_swelling,86.0
Mumps,nailbiting,6.0
Mumps,neck_swelling,77.0
Mumps,shoulder_swelling,6.0
Mumps,sore_throat,77.0
Mumps,swollen_lymph_nodes,60.0
Muscle spasm,abnormal_involuntary_movements,11.0
Muscle spasm,arm_pain,30.0
Muscle spasm,back_pain,62.0
Muscle spasm,headache,43.0
Muscle spasm,leg_cramps_or_spasms,38.0
Muscle spasm,leg_pain,51.0
Muscle spasm,loss_of_sensation,20.0
Muscle spasm,low_back_pain,38.0
Muscle spasm,muscle_cramps_contractures_or_spasms,34.0
Muscle spasm,neck_pain,68.0
Muscle spasm,sharp_chest_pain,26.0
Muscle spasm,shoulder_pain,51.0
Muscular dystrophy,cough,34.0
Muscular dystrophy,double_vision,20.0
Muscular dystrophy,fatigue,48.0
Muscular dystrophy,feeling_cold,11.0
Muscular dystrophy,hand_or_finger_pain,20.0
Muscular dystrophy,headache,34.0
Muscular dystrophy,hip_pain,20.0
Muscular dystrophy,loss_of_sensation,20.0
Muscular dystrophy,muscle_weakness,34.0
Muscular dystrophy,nasal_congestion,28.0
Muscular dystrophy,problems_with_movement,20.0
Muscular dystrophy,weakness,28.0
Myasthenia gravis,abnormal_movement_of_eyelid,28.0
Myasthenia gravis,arm_weakness,14.0
Myasthenia gravis,coughing_up_sputum,14.0
Myasthenia gravis,diminished_vision,24.0
Myasthenia gravis,dizziness,28.0
Myasthenia gravis,double_vision,50.0
Myasthenia gravis,fatigue,36.0
Myasthenia gravis,focal_weakness,28.0
Myasthenia gravis,headache,24.0
Myasthenia gravis,shortness_of_breath,24.0
Myasthenia gravis,slurring_words,19.0
Myasthenia gravis,weakness,48.0
Myelodysplastic syndrome,chills,11.0
Myelodysplastic syndrome,coughing_up_sputum,6.0
Myelodysplastic syndrome,difficulty_speaking,6.0
Myelodysplastic syndrome,fatigue,50.0
Myocarditis,ache_all_over,56.0
Myocarditis,chest_tightness,56.0
Myocarditis,cough,56.0
Myocarditis,coughing_up_sputum,38.0
Myocarditis,diarrhea,38.0
Myocarditis,difficulty_breathing,38.0
Myocarditis,dizziness,38.0
Myocarditis,fever,56.0
Myocarditis,headache,38.0
Myocarditis,palpitations,67.0
Myocarditis,sharp_chest_pain,56.0
Myocarditis,weakness,38.0
Myoclonus,abnormal_involuntary_movements,85.0
Myoclonus,arm_cramps_or_spasms,19.0
Myoclonus,disturbance_of_memory,19.0
Myoclonus,drainage_in_throat,19.0
Myoclonus,eye_moves_abnormally,19.0
Myoclonus,fainting,19.0
Myoclonus,insomnia,19.0
Myoclonus,loss_of_sensation,19.0
Myoclonus,muscle_swelling,1.0
Myoclonus,problems_with_movement,19.0
Myoclonus,seizures,68.0
Myoclonus,sleepiness,19.0
Myopia,abnormal_movement_of_eyelid,3.0
Myopia,blindness,5.0
Myopia,diminished_vision,72.0
Myopia,eye_deviation,3.0
Myopia,eye_moves_abnormally,6.0
Myopia,eye_redness,15.0
Myopia,foreign_body_sensation_in_eye,9.0
Myopia,itchiness_of_eye,9.0
Myopia,lacrimation,9.0
Myopia,pain_in_eye,27.0
Myopia,spots_or_clouds_in_vision,31.0
Myopia,symptoms_of_eye,23.0
Myositis,back_pain,26.0
Myositis,headache,26.0
Myositis,hip_pain,18.0
Myositis,knee_pain,40.0
Myositis,leg_pain,42.0
Myositis,leg_weakness,12.0
Myositis,loss_of_sensation,22.0
Myositis,lower_body_pain,12.0
Myositis,muscle_pain,18.0
Myositis,paresthesia,18.0
Myositis,problems_with_movement,12.0
Myositis,skin_rash,26.0
Narcolepsy,abnormal_breathing_sounds,21.0
Narcolepsy,abnormal_involuntary_movements,29.0
Narcolepsy,apnea,41.0
Narcolepsy,delusions_or_hallucinations,12.0
Narcolepsy,disturbance_of_memory,12.0
Narcolepsy,fatigue,46.0
Narcolepsy,headache,36.0
Narcolepsy,insomnia,21.0
Narcolepsy,shortness_of_breath,29.0
Narcolepsy,sleepiness,79.0
Narcolepsy,temper_problems,12.0
Narcolepsy,weight_gain,21.0
Nasal polyp,allergic_reaction,22.0
Nasal polyp,cough,27.0
Nasal polyp,difficulty_breathing,27.0
Nasal polyp,disturbance_of_smell_or_taste,13.0
Nasal polyp,facial_pain,18.0
Nasal polyp,frontal_headache,13.0
Nasal polyp,headache,48.0
Nasal polyp,hoarse_voice,7.0
Nasal polyp,nasal_congestion,72.0
Nasal polyp,nosebleed,30.0
Nasal polyp,painful_sinuses,30.0
Nasal polyp,redness_in_ear,7.0
Necrotizing fasciitis,abnormal_appearing_skin,43.0
Necrotizing fasciitis,arm_swelling,43.0
Necrotizing fasciitis,elbow_cramps_or_spasms,3.0
Necrotizing fasciitis,elbow_weakness,3.0
Necrotizing fasciitis,excessive_growth,3.0
Necrotizing fasciitis,hand_or_finger_pain,43.0
Necrotizing fasciitis,hip_pain,43.0
Necrotizing fasciitis,leg_pain,61.0
Necrotizing fasciitis,leg_swelling,43.0
Necrotizing fasciitis,peripheral_edema,43.0
Necrotizing fasciitis,skin_lesion,43.0
Necrotizing fasciitis,vaginal_pain,43.0
Neonatal jaundice,changes_in_stool_appearance,7.0
Neonatal jaundice,drainage_in_throat,4.0
Neonatal jaundice,flatulence,4.0
Neonatal jaundice,fluid_in_ear,4.0
Neonatal jaundice,infant_feeding_problem,24.0
Neonatal jaundice,infant_spitting_up,4.0
Neonatal jaundice,irregular_appearing_scalp,4.0
Neonatal jaundice,irregular_belly_button,4.0
Neonatal jaundice,irritable_infant,10.0
Neonatal jaundice,jaundice,86.0
Neonatal jaundice,lack_of_growth,4.0
Neonatal jaundice,recent_weight_loss,4.0
Nerve impingement near the shoulder,arm_pain,29.0
Nerve impingement near the shoulder,bones_are_painful,3.0
Nerve impingement near the shoulder,elbow_pain,9.0
Nerve impingement near the shoulder,hand_or_finger_stiffness_or_tightness,3.0
Nerve impingement near the shoulder,knee_pain,32.0
Nerve impingement near the shoulder,muscle_pain,3.0
Nerve impingement near the shoulder,neck_pain,32.0
Nerve impingement near the shoulder,problems_with_movement,13.0
Nerve impingement near the shoulder,shoulder_pain,96.0
Nerve impingement near the shoulder,shoulder_stiffness_or_tightness,16.0
Nerve impingement near the shoulder,shoulder_weakness,6.0
Nerve impingement near the shoulder,vulvar_irritation,3.0
Neuralgia,ache_all_over,40.0
Neuralgia,arm_pain,38.0
Neuralgia,back_pain,73.0
Neuralgia,foot_or_toe_pain,34.0
Neuralgia,headache,34.0
Neuralgia,hip_pain,31.0
Neuralgia,leg_pain,64.0
Neuralgia,loss_of_sensation,60.0
Neuralgia,low_back_pain,54.0
Neuralgia,neck_pain,57.0
Neuralgia,paresthesia,31.0
Neuralgia,shoulder_pain,30.0
Neurofibromatosis,abnormal_appearing_skin,27.0
Neurofibromatosis,abnormal_involuntary_movements,15.0
Neurofibromatosis,diminished_hearing,15.0
Neurofibromatosis,foot_or_toe_lump_or_mass,8.0
Neurofibromatosis,groin_mass,8.0
Neurofibromatosis,headache,43.0
Neurofibromatosis,incontinence_of_stool,8.0
Neurofibromatosis,leg_swelling,15.0
Neurofibromatosis,leg_weakness,8.0
Neurofibromatosis,mass_on_vulva,8.0
Neurofibromatosis,neck_mass,8.0
Neurofibromatosis,warts,8.0
Neuromyelitis optica,ache_all_over,77.0
Neuromyelitis optica,arm_pain,77.0
Neuromyelitis optica,diminished_vision,77.0
Neuromyelitis optica,excessive_growth,11.0
Neuromyelitis optica,knee_lump_or_mass,11.0
Neuromyelitis optica,loss_of_sensation,77.0
Neuromyelitis optica,nailbiting,11.0
Neuromyelitis optica,neck_cramps_or_spasms,11.0
Neuromyelitis optica,painful_urination,77.0
Neuromyelitis optica,shoulder_swelling,11.0
Neuromyelitis optica,vulvar_sore,11.0
Neuromyelitis optica,weakness,77.0
Neuropathy due to drugs,cough,40.0
Neuropathy due to drugs,facial_pain,25.0
Neuropathy due to drugs,fatigue,25.0
Neuropathy due to drugs,foot_or_toe_pain,58.0
Neuropathy due to drugs,hand_or_finger_pain,25.0
Neuropathy due to drugs,loss_of_sensation,79.0
Neuropathy due to drugs,nausea,25.0
Neuropathy due to drugs,paresthesia,58.0
Neuropathy due to drugs,problems_with_movement,50.0
Neuropathy due to drugs,sharp_abdominal_pain,40.0
Neuropathy due to drugs,vomiting,25.0
Neuropathy due to drugs,weakness,25.0
Neurosis,anxiety_and_nervousness,37.0
Neurosis,delusions_or_hallucinations,29.0
Neurosis,depression,55.0
Neurosis,depressive_or_psychotic_symptoms,75.0
Neurosis,drug_abuse,10.0
Neurosis,excessive_anger,18.0
Neurosis,headache,27.0
Neurosis,hostile_behavior,34.0
Neurosis,insomnia,14.0
Neurosis,obsessions_and_compulsions,8.0
Neurosis,smoking_problems,5.0
Neurosis,temper_problems,5.0
Nonalcoholic liver disease (NASH),chills,10.0
Nonalcoholic liver disease (NASH),diarrhea,24.0
Nonalcoholic liver disease (NASH),dizziness,24.0
Nonalcoholic liver disease (NASH),joint_pain,10.0
Nonalcoholic liver disease (NASH),mouth_ulcer,10.0
Nonalcoholic liver disease (NASH),nausea,35.0
Nonalcoholic liver disease (NASH),nosebleed,10.0
Nonalcoholic liver disease (NASH),paresthesia,10.0
Nonalcoholic liver disease (NASH),regurgitation,10.0
Nonalcoholic liver disease (NASH),sharp_abdominal_pain,56.0
Nonalcoholic liver disease (NASH),upper_abdominal_pain,56.0
Nonalcoholic liver disease (NASH),weight_gain,17.0
Noninfectious gastroenteritis,blood_in_stool,15.0
Noninfectious gastroenteritis,burning_abdominal_pain,40.0
Noninfectious gastroenteritis,chills,11.0
Noninfectious gastroenteritis,decreased_appetite,14.0
Noninfectious gastroenteritis,diarrhea,88.0
Noninfectious gastroenteritis,fever,58.0
Noninfectious gastroenteritis,fluid_retention,7.0
Noninfectious gastroenteritis,headache,25.0
Noninfectious gastroenteritis,nausea,75.0
Noninfectious gastroenteritis,rectal_bleeding,6.0
Noninfectious gastroenteritis,sharp_abdominal_pain,72.0
Noninfectious gastroenteritis,vomiting,93.0
Normal pressure hydrocephalus,blood_in_urine,22.0
Normal pressure hydrocephalus,depressive_or_psychotic_symptoms,36.0
Normal pressure hydrocephalus,difficulty_speaking,22.0
Normal pressure hydrocephalus,disturbance_of_memory,36.0
Normal pressure hydrocephalus,dizziness,36.0
Normal pressure hydrocephalus,drainage_in_throat,22.0
Normal pressure hydrocephalus,fatigue,22.0
Normal pressure hydrocephalus,headache,54.0
Normal pressure hydrocephalus,hip_lump_or_mass,22.0
Normal pressure hydrocephalus,involuntary_urination,22.0
Normal pressure hydrocephalus,palpitations,22.0
Normal pressure hydrocephalus,problems_with_movement,65.0
Nose disorder,coryza,30.0
Nose disorder,cough,69.0
Nose disorder,difficulty_breathing,24.0
Nose disorder,ear_pain,28.0
Nose disorder,facial_pain,21.0
Nose disorder,fever,47.0
Nose disorder,headache,36.0
Nose disorder,nasal_congestion,83.0
Nose disorder,nosebleed,17.0
Nose disorder,painful_sinuses,22.0
Nose disorder,sinus_congestion,19.0
Nose disorder,sore_throat,44.0
Obesity,abnormal_breathing_sounds,10.0
Obesity,apnea,10.0
Obesity,excessive_appetite,4.0
Obesity,sleepiness,10.0
Obesity,weight_gain,56.0
Obsessive compulsive disorder (OCD),anxiety_and_nervousness,68.0
Obsessive compulsive disorder (OCD),depression,56.0
Obsessive compulsive disorder (OCD),depressive_or_psychotic_symptoms,47.0
Obsessive compulsive disorder (OCD),excessive_anger,10.0
Obsessive compulsive disorder (OCD),fears_and_phobias,10.0
Obsessive compulsive disorder (OCD),feeling_ill,10.0
Obsessive compulsive disorder (OCD),hostile_behavior,13.0
Obsessive compulsive disorder (OCD),hysterical_behavior,4.0
Obsessive compulsive disorder (OCD),lack_of_growth,4.0
Obsessive compulsive disorder (OCD),low_self_esteem,12.0
Obsessive compulsive disorder (OCD),obsessions_and_compulsions,33.0
Obsessive compulsive disorder (OCD),temper_problems,14.0
Obstructive sleep apnea (OSA),abnormal_breathing_sounds,83.0
Obstructive sleep apnea (OSA),abnormal_involuntary_movements,15.0
Obstructive sleep apnea (OSA),apnea,77.0
Obstructive sleep apnea (OSA),difficulty_breathing,51.0
Obstructive sleep apnea (OSA),difficulty_in_swallowing,13.0
Obstructive sleep apnea (OSA),fatigue,50.0
Obstructive sleep apnea (OSA),insomnia,46.0
Obstructive sleep apnea (OSA),mouth_dryness,5.0
Obstructive sleep apnea (OSA),shortness_of_breath,28.0
Obstructive sleep apnea (OSA),sleepiness,76.0
Obstructive sleep apnea (OSA),sweating,4.0
Obstructive sleep apnea (OSA),weight_gain,14.0
Omphalitis,back_weakness,2.0
Omphalitis,diaper_rash,27.0
Omphalitis,elbow_cramps_or_spasms,2.0
Omphalitis,emotional_symptoms,2.0
Omphalitis,flatulence,27.0
Omphalitis,irregular_belly_button,86.0
Omphalitis,irritable_infant,27.0
Omphalitis,jaundice,27.0
Omphalitis,low_back_weakness,2.0
Omphalitis,muscle_swelling,2.0
Omphalitis,pus_in_sputum,2.0
Omphalitis,skin_rash,27.0
Onychomycosis,abnormal_appearing_skin,28.0
Onychomycosis,diaper_rash,28.0
Onychomycosis,foot_or_toe_pain,41.0
Onychomycosis,irregular_appearing_nails,61.0
Onychomycosis,itching_of_skin,21.0
Onychomycosis,skin_dryness_peeling_scaliness_or_roughness,11.0
Onychomycosis,skin_growth,21.0
Onychomycosis,skin_irritation,10.0
Onychomycosis,skin_on_leg_or_foot_looks_infected,6.0
Onychomycosis,skin_rash,66.0
Onychomycosis,skin_swelling,10.0
Onychomycosis,too_little_hair,4.0
Open wound due to trauma,shoulder_stiffness_or_tightness,1.0
Open wound due to trauma,skin_on_arm_or_hand_looks_infected,2.0
Open wound due to trauma,wrist_swelling,1.0
Open wound from surgical incision,flatulence,5.0
Open wound from surgical incision,heavy_menstrual_flow,5.0
Open wound from surgical incision,knee_swelling,5.0
Open wound from surgical incision,recent_pregnancy,10.0
Open wound from surgical incision,skin_lesion,21.0
Open wound from surgical incision,skin_on_leg_or_foot_looks_infected,5.0
Open wound from surgical incision,skin_swelling,10.0
Open wound from surgical incision,sneezing,5.0
Open wound of the abdomen,blindness,6.0
Open wound of the abdomen,irregular_belly_button,11.0
